OT_ID,Equipo_ID,Nombre_Equipo,Servicio,Criticidad,Marca,Fecha,Tipo_OT,Tipo_Falla,MTTR_Horas,Costo_OT_COP,Tecnico,Estado_OT
OT-000160,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-11-01,Correctivo,Accesorio,3.5,2664000,Sandra López,Cerrada
OT-000161,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-11-17,Correctivo,Software,4.4,1642000,Jhon Castro,Cerrada
OT-000162,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-01-05,Preventivo,PM Programado,1.6,1183793,Diana Vargas,Cerrada
OT-000163,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-03-25,Preventivo,PM Programado,3.4,382155,Paola Gómez,Cerrada
OT-000164,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-07-06,Preventivo,PM Programado,3.0,796373,Andrés Peña,Cerrada
OT-000165,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-09-29,Preventivo,PM Programado,2.4,664467,Sandra López,Cerrada
OT-000166,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-12-28,Preventivo,PM Programado,3.7,1158536,Andrés Peña,Cerrada
OT-000167,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-03-21,Preventivo,PM Programado,2.6,605032,Andrés Peña,Pendiente
OT-000168,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-06-26,Preventivo,PM Programado,3.8,959466,Andrés Peña,Cerrada
OT-000169,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-09-17,Preventivo,PM Programado,1.8,962314,Miguel Torres,Cerrada
OT-000170,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-12-24,Preventivo,PM Programado,2.9,731322,Carlos Rodríguez,Cerrada
OT-000171,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-03-20,Preventivo,PM Programado,3.4,1193274,Jhon Castro,Cerrada
OT-000172,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-06-16,Preventivo,PM Programado,3.5,364552,Miguel Torres,Cerrada
OT-000173,BIO-0005,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-09-15,Preventivo,PM Programado,2.1,531834,Carlos Rodríguez,Cerrada
OT-000174,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-01-09,Correctivo,Eléctrica,1.3,12276000,Carlos Rodríguez,Cerrada
OT-000175,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-08-14,Correctivo,Software,2.5,458000,Andrés Peña,Cerrada
OT-000176,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-08-28,Correctivo,Software,4.7,1014000,Paola Gómez,En proceso
OT-000177,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-11-08,Correctivo,Accesorio,3.4,4349000,Diana Vargas,Cerrada
OT-000178,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-11-19,Correctivo,Accesorio,4.4,726000,Sandra López,Cerrada
OT-000179,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-01-24,Correctivo,Mecánica,0.5,7958000,Miguel Torres,Cerrada
OT-000180,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-02-12,Correctivo,Mecánica,0.7,2250000,Diana Vargas,Cerrada
OT-000181,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-03-16,Correctivo,Eléctrica,1.6,4309000,Miguel Torres,Cerrada
OT-000182,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-05-10,Correctivo,Software,1.3,9777000,Sandra López,Cerrada
OT-000183,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-05-10,Correctivo,Accesorio,4.5,2782000,Jhon Castro,Cerrada
OT-000184,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-06-21,Correctivo,Mecánica,9.3,2774000,Laura Martínez,Cerrada
OT-000185,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-07-08,Correctivo,Accesorio,2.7,6339000,Carlos Rodríguez,Cerrada
OT-000186,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-07-10,Correctivo,Eléctrica,0.5,8940000,Miguel Torres,Cerrada
OT-000187,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-07-17,Correctivo,Sensor/Transductor,7.5,7810000,Sandra López,Cerrada
OT-000188,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-10-21,Correctivo,Eléctrica,0.9,1168000,Sandra López,Cerrada
OT-000189,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-12-09,Correctivo,Mecánica,3.5,578000,Diana Vargas,Cerrada
OT-000190,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-01-20,Correctivo,Sensor/Transductor,0.5,5963000,Paola Gómez,Cerrada
OT-000191,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-02-22,Correctivo,Calibración,4.6,1967000,Andrés Peña,Cerrada
OT-000192,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-04-27,Correctivo,Calibración,7.7,1177000,Paola Gómez,Cerrada
OT-000193,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-06-18,Correctivo,Sensor/Transductor,4.3,4792000,Paola Gómez,Cerrada
OT-000194,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-07-06,Correctivo,Sensor/Transductor,5.7,1787000,Laura Martínez,Cerrada
OT-000195,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2021-12-25,Preventivo,PM Programado,1.2,750358,Jhon Castro,Cerrada
OT-000196,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-03-29,Preventivo,PM Programado,1.1,1052719,Diana Vargas,Cerrada
OT-000197,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-07-06,Preventivo,PM Programado,3.5,634482,Paola Gómez,Cerrada
OT-000198,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-10-03,Preventivo,PM Programado,1.2,864337,Sandra López,Cerrada
OT-000199,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-12-22,Preventivo,PM Programado,1.3,513371,Andrés Peña,Cerrada
OT-000200,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-03-22,Preventivo,PM Programado,1.9,837307,Sandra López,Cerrada
OT-000201,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-06-19,Preventivo,PM Programado,4.0,394021,Carlos Rodríguez,Cerrada
OT-000202,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-09-28,Preventivo,PM Programado,2.4,554751,Laura Martínez,Cerrada
OT-000203,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-12-27,Preventivo,PM Programado,1.6,981727,Paola Gómez,Pendiente
OT-000204,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-03-16,Preventivo,PM Programado,1.1,548665,Jhon Castro,Cerrada
OT-000205,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-06-12,Preventivo,PM Programado,2.5,495025,Carlos Rodríguez,Cerrada
OT-000206,BIO-0006,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-09-16,Preventivo,PM Programado,2.0,1049795,Paola Gómez,Cerrada
OT-000207,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-01-12,Correctivo,Desgaste,2.5,1380000,Sandra López,Cerrada
OT-000208,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-01-25,Correctivo,Sensor/Transductor,12.7,1031000,Laura Martínez,Cerrada
OT-000209,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-02-22,Correctivo,Eléctrica,14.2,3319000,Jhon Castro,Cerrada
OT-000210,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-03-28,Correctivo,Sensor/Transductor,20.4,2627000,Andrés Peña,Cerrada
OT-000211,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-04-08,Correctivo,Calibración,6.9,2160000,Sandra López,Cerrada
OT-000212,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-05-10,Correctivo,Desgaste,0.9,7011000,Laura Martínez,Cerrada
OT-000213,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-05-16,Correctivo,Sensor/Transductor,2.5,1507000,Jhon Castro,Cerrada
OT-000214,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-09-23,Correctivo,Mecánica,18.2,1536000,Miguel Torres,Cerrada
OT-000215,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-11-19,Correctivo,Mecánica,12.6,5701000,Diana Vargas,Cerrada
OT-000216,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-11-28,Correctivo,Eléctrica,1.3,8718000,Carlos Rodríguez,Cerrada
OT-000217,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-12-29,Correctivo,Desgaste,7.2,1552000,Sandra López,Cerrada
OT-000218,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-02-01,Correctivo,Eléctrica,14.5,4851000,Sandra López,En proceso
OT-000219,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-04-15,Correctivo,Sensor/Transductor,2.8,3462000,Paola Gómez,Cerrada
OT-000220,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-04-16,Correctivo,Eléctrica,1.3,1445000,Laura Martínez,Cerrada
OT-000221,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-05-05,Correctivo,Mecánica,1.3,6126000,Sandra López,Cerrada
OT-000222,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-08-16,Correctivo,Eléctrica,7.6,1284000,Laura Martínez,Cerrada
OT-000223,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-09-15,Correctivo,Accesorio,5.3,3745000,Diana Vargas,Cerrada
OT-000224,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-10-24,Correctivo,Mecánica,7.3,2647000,Carlos Rodríguez,Cerrada
OT-000225,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-12-09,Correctivo,Sensor/Transductor,11.7,1440000,Laura Martínez,Cerrada
OT-000226,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-12-21,Correctivo,Mecánica,3.6,9304000,Sandra López,Cerrada
OT-000227,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-01-03,Correctivo,Sensor/Transductor,11.1,1376000,Diana Vargas,Cerrada
OT-000228,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-02-21,Correctivo,Mecánica,5.8,1943000,Diana Vargas,Cerrada
OT-000229,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-03-18,Correctivo,Software,5.5,4355000,Paola Gómez,Cerrada
OT-000230,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-04-20,Correctivo,Accesorio,8.5,6255000,Sandra López,Cerrada
OT-000231,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-07-17,Correctivo,Mecánica,1.4,858000,Sandra López,Cerrada
OT-000232,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-09-15,Correctivo,Accesorio,3.4,1092000,Laura Martínez,Cerrada
OT-000233,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-09-18,Correctivo,Calibración,5.4,1012000,Jhon Castro,Cerrada
OT-000234,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-10-11,Correctivo,Mecánica,19.1,1498000,Jhon Castro,Cerrada
OT-000235,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-11-13,Correctivo,Software,1.5,1221000,Jhon Castro,Cerrada
OT-000236,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-01-03,Preventivo,PM Programado,2.7,703703,Andrés Peña,Cerrada
OT-000237,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-03-26,Preventivo,PM Programado,1.7,320780,Paola Gómez,Cerrada
OT-000238,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-06-23,Preventivo,PM Programado,1.9,498931,Andrés Peña,Cerrada
OT-000239,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-09-23,Preventivo,PM Programado,1.6,759244,Andrés Peña,Cerrada
OT-000240,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2022-12-31,Preventivo,PM Programado,1.1,1039849,Miguel Torres,Cerrada
OT-000241,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-04-02,Preventivo,PM Programado,2.4,1088761,Jhon Castro,Cerrada
OT-000242,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-06-19,Preventivo,PM Programado,1.6,894014,Andrés Peña,Cerrada
OT-000243,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-09-27,Preventivo,PM Programado,3.7,438490,Andrés Peña,Cerrada
OT-000244,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2023-12-28,Preventivo,PM Programado,3.6,628278,Miguel Torres,Cerrada
OT-000245,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-03-18,Preventivo,PM Programado,2.0,714492,Laura Martínez,Cerrada
OT-000246,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-06-13,Preventivo,PM Programado,2.9,320195,Carlos Rodríguez,Pendiente
OT-000247,BIO-0007,Ventilador Mecánico Neonatal,Neonatología,Crítico,Draeger,2024-09-15,Preventivo,PM Programado,1.4,866796,Diana Vargas,Cerrada
OT-000248,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-02-04,Correctivo,Eléctrica,11.8,1729000,Carlos Rodríguez,Cerrada
OT-000249,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-03-09,Correctivo,Sensor/Transductor,20.0,3771000,Sandra López,Cerrada
OT-000250,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-03-17,Correctivo,Mecánica,3.4,2890000,Jhon Castro,Cerrada
OT-000251,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-03-18,Correctivo,Accesorio,0.5,951000,Laura Martínez,Cerrada
OT-000252,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-03-25,Correctivo,Sensor/Transductor,9.7,1438000,Carlos Rodríguez,Cerrada
OT-000253,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-06-10,Correctivo,Sensor/Transductor,9.5,8115000,Diana Vargas,Cerrada
OT-000254,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-10-19,Correctivo,Software,10.1,1395000,Jhon Castro,Cerrada
OT-000255,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-11-03,Correctivo,Sensor/Transductor,1.9,356000,Andrés Peña,Cerrada
OT-000256,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-01-19,Correctivo,Accesorio,0.5,858000,Diana Vargas,Cerrada
OT-000257,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-02-28,Correctivo,Mecánica,0.5,2316000,Carlos Rodríguez,Cerrada
OT-000258,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-03-23,Correctivo,Eléctrica,0.8,1177000,Diana Vargas,Cerrada
OT-000259,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-07-10,Correctivo,Calibración,5.3,1352000,Diana Vargas,Cerrada
OT-000260,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-08-03,Correctivo,Eléctrica,3.4,8341000,Sandra López,Cerrada
OT-000261,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-10-28,Correctivo,Software,1.2,1520000,Carlos Rodríguez,Cerrada
OT-000262,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-11-02,Correctivo,Sensor/Transductor,17.4,998000,Carlos Rodríguez,Cerrada
OT-000263,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-09-02,Correctivo,Calibración,5.8,746000,Sandra López,Cerrada
OT-000264,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-12-01,Correctivo,Software,9.0,5233000,Miguel Torres,Cerrada
OT-000265,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-12-25,Correctivo,Accesorio,1.9,1705000,Carlos Rodríguez,Cerrada
OT-000266,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2021-12-26,Preventivo,PM Programado,2.5,437204,Jhon Castro,Cerrada
OT-000267,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-04-04,Preventivo,PM Programado,2.1,994277,Laura Martínez,Cerrada
OT-000268,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-07-02,Preventivo,PM Programado,3.7,1114011,Andrés Peña,Cerrada
OT-000269,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-10-01,Preventivo,PM Programado,2.4,819451,Laura Martínez,Cerrada
OT-000270,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-12-29,Preventivo,PM Programado,1.4,472501,Diana Vargas,Cerrada
OT-000271,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-03-23,Preventivo,PM Programado,1.9,325916,Laura Martínez,Cerrada
OT-000272,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-06-20,Preventivo,PM Programado,2.3,985199,Sandra López,Cerrada
OT-000273,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-09-25,Preventivo,PM Programado,1.3,963415,Jhon Castro,Cerrada
OT-000274,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-12-16,Preventivo,PM Programado,2.4,998293,Miguel Torres,Cerrada
OT-000275,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-03-21,Preventivo,PM Programado,1.7,1089722,Laura Martínez,Cerrada
OT-000276,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-06-20,Preventivo,PM Programado,3.6,381956,Diana Vargas,Cerrada
OT-000277,BIO-0008,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-09-17,Preventivo,PM Programado,3.5,954831,Paola Gómez,Cerrada
OT-000278,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-01-07,Correctivo,Calibración,2.4,4345000,Diana Vargas,Cerrada
OT-000279,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-01-12,Correctivo,Sensor/Transductor,5.7,1624000,Laura Martínez,Cerrada
OT-000280,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-06-20,Correctivo,Accesorio,23.9,3273000,Sandra López,Cerrada
OT-000281,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-08-15,Correctivo,Accesorio,0.5,4774000,Sandra López,Cerrada
OT-000282,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-09-12,Correctivo,Eléctrica,11.7,4826000,Paola Gómez,Cerrada
OT-000283,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-09-22,Correctivo,Mecánica,3.5,3063000,Sandra López,Cerrada
OT-000284,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-01-16,Correctivo,Software,25.8,837000,Carlos Rodríguez,Cerrada
OT-000285,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-06-17,Correctivo,Calibración,7.1,9132000,Paola Gómez,Cerrada
OT-000286,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-07-02,Correctivo,Sensor/Transductor,2.2,4376000,Paola Gómez,Cerrada
OT-000287,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-07-30,Correctivo,Desgaste,0.5,2090000,Laura Martínez,Cerrada
OT-000288,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-09-13,Correctivo,Eléctrica,2.0,2054000,Jhon Castro,Cerrada
OT-000289,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-10-22,Correctivo,Accesorio,1.5,3841000,Carlos Rodríguez,Cerrada
OT-000290,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-11-30,Correctivo,Calibración,3.2,6318000,Carlos Rodríguez,Cerrada
OT-000291,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-01-07,Correctivo,Accesorio,7.6,2203000,Carlos Rodríguez,Cerrada
OT-000292,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-01-14,Correctivo,Mecánica,4.1,2165000,Jhon Castro,Cerrada
OT-000293,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-08-14,Correctivo,Calibración,10.8,1956000,Sandra López,Cerrada
OT-000294,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2021-12-26,Preventivo,PM Programado,3.9,812022,Sandra López,Cerrada
OT-000295,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-03-25,Preventivo,PM Programado,3.4,1142071,Jhon Castro,Cerrada
OT-000296,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-06-24,Preventivo,PM Programado,3.7,521752,Jhon Castro,Cerrada
OT-000297,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-09-22,Preventivo,PM Programado,3.0,619340,Jhon Castro,Cerrada
OT-000298,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-12-26,Preventivo,PM Programado,1.4,526820,Paola Gómez,Cerrada
OT-000299,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-03-23,Preventivo,PM Programado,3.9,445217,Laura Martínez,Cerrada
OT-000300,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-06-29,Preventivo,PM Programado,1.8,324417,Jhon Castro,Cerrada
OT-000301,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-09-29,Preventivo,PM Programado,2.1,458615,Paola Gómez,Cerrada
OT-000302,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2023-12-19,Preventivo,PM Programado,1.1,541388,Andrés Peña,Pendiente
OT-000303,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-03-21,Preventivo,PM Programado,1.0,700913,Miguel Torres,Cerrada
OT-000304,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-06-17,Preventivo,PM Programado,1.8,1195518,Laura Martínez,Cerrada
OT-000305,BIO-0009,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2024-09-22,Preventivo,PM Programado,3.2,620360,Laura Martínez,Pendiente
OT-000306,BIO-0010,Monitor Multiparámetro UCI,UCI Adultos,Crítico,Philips,2022-01-06,Correctivo,Accesorio,2.5,583000,Paola Gómez,Cerrada
